time_s,forward_ft,position_error_ft,forward_speed_fps,cross_track_ft,lateral_speed_fps,altitude_ft,vertical_speed_fps,heading_error_deg,pitch_deg,roll_deg,action0,action1,action2,action3,physical_aileron_cmd,stop_hold_s,lateral_hold_s,full_hover_hold_s
1.125,92.29325106949757,207.70674893050244,10.385193142307813,-3.6562503923951892,-0.14159155987768962,299.1349326075633,0.6548626679454314,0.07213752175449763,-0.1332671357144739,-2.8124001476113163,-0.3238491415977478,-1.0,-0.22462978959083557,0.0013982784003019333,0.18510962547063828,0.0,1.1249999999999998,0.0
1.2,93.07183996913082,206.92816003086918,10.380969518604827,-3.6683726726824055,-0.1424931416826451,299.18489037410654,0.6771894123636517,0.08548030706065658,-0.08902199641857975,-2.814088713981702,-0.3279833197593689,-1.0,-0.22258132696151733,0.0013712248764932156,0.18516288549900056,0.0,1.1999999999999997,0.0
1.275,93.85000445486607,206.14999554513395,10.374930871498693,-3.680433778926432,-0.14324514182435719,299.23648880372957,0.6986163030839884,0.09814460526437349,-0.04583265509019158,-2.8152936100152517,-0.33205413818359375,-1.0,-0.22087536752223969,0.0013442460913211107,0.18520724044442177,0.0,1.2749999999999997,0.0
1.3499999999999999,94.62760895518402,205.37239104481597,10.367119678603633,-3.6924287206092496,-0.14379021095772615,299.2896609355762,0.7191567519537057,0.10988043394798742,-0.003698000502366198,-2.816071071163825,-0.3360646367073059,-1.0,-0.21955518424510956,0.0013172735925763845,0.18524156520962717,0.0,1.3499999999999996,0.0
1.425,95.40452119585134,204.59547880414866,10.357578334344973,-3.7043518617086137,-0.14407879956176298,299.34434074921137,0.7388235736091674,0.1204589948035343,0.03738421823796186,-2.816478122377374,-0.34001803398132324,-1.0,-0.21865272521972656,0.0012902021408081055,0.1852650291442871,0.0,1.4249999999999996,0.0
1.5,96.18061222580793,203.81938777419208,10.346349145275504,-3.7161972351349086,-0.14406969687222201,299.4004632004803,0.7576290192827768,0.1296763450893772,0.07741778039009374,-2.81657180308188,-0.3439180850982666,-1.0,-0.21818755567073822,0.0012629053089767694,0.18527712355256082,0.0,1.4999999999999996,0.0
1.575,96.9557563678913,203.0442436321087,10.333474277247433,-3.7279587679285044,-0.14373041628275215,299.4579641271025,0.7755847931875242,0.13735658962786207,0.11640816824681585,-2.816408308921924,-0.34776878356933594,-1.0,-0.2181662768125534,0.0012352331541478634,0.18527767680287363,0.0,1.5749999999999995,0.0
1.65,97.729831234364,202.27016876563601,10.318995672024366,-3.739630514962415,-0.14303742050150456,299.51678021938824,0.7927020787416518,0.14335453645881127,0.15436265446750727,-2.8160421167829557,-0.3515741229057312,-1.0,-0.21858228743076324,0.0012070122174918652,0.18526686052680016,0.0,1.6499999999999995,0.0
1.7249999999999999,98.50271769578323,201.49728230421675,10.302954956966317,-3.7512068841416375,-0.14197618344430296,299.576849000724,0.8089915583477644,0.14755777456920893,0.1912903644161396,-2.815525145672462,-0.35533833503723145,-1.0,-0.21941594779491425,0.001178050646558404,0.18524518535733223,0.0,1.7249999999999994,0.0
1.7999999999999998,99.27429985246633,200.72570014753367,10.285393358159748,-3.7626828276099182,-0.14054108935687024,299.6381087657287,0.8244634364575107,0.14988814565406725,0.22720231943017785,-2.8149059762829256,-0.35906553268432617,-1.0,-0.22063548862934113,0.001148149138316512,0.18521347729563714,0.0,1.7999999999999994,0.0
1.875,100.0444649981871,199.9555350018129,10.26635161894509,-3.774053964969923,-0.13873517551466744,299.7004985672652,0.8391274471937227,0.1503025933499705,0.2621114499516884,-2.8142291579849728,-0.3627602458000183,-1.0,-0.22219860553741455,0.0011170972138643265,0.18517283625602723,0.0,1.8749999999999993,0.0
1.95,100.81310361238361,199.1868963876164,10.245869923069026,-3.7853167277520714,-0.13656972351426466,299.763958161092,0.8529928865274976,0.14879338431186903,0.2960325713365516,-2.8135346241475854,-0.36642640829086304,-1.0,-0.22405380010604858,0.001084678340703249,0.18512460119724275,0.0,1.9499999999999993,0.0
2.025,101.58010926941958,198.41989073058042,10.223987822967667,-3.796468482628771,-0.13406371186455268,299.82842799611126,0.8660686371472062,0.1453877065754328,0.32898232150806306,-2.8128572184437868,-0.37006837129592896,-1.0,-0.22614175081253052,0.0010506752878427505,0.1850703144788742,0.0,2.0249999999999995,0.0
2.1,102.34537892890178,197.65462107109823,10.200754914490805,-3.807507561189888,-0.13124286730855295,299.8938491102422,0.8783611572400802,0.14014713123539846,0.360969310553537,-2.8122257840289726,-0.37369000911712646,-0.9980968236923218,-0.22839771211147308,0.001014887122437358,0.1850116594851017,0.0,2.0999999999999996,0.0
